"ground_truth_output","num_queries","original_output","original_score","original_text","perturbed_output","perturbed_score","perturbed_text","result_type"
0.0,191.0,0.0,0.26909297704696655,"indiafightscorona [[nearly]] of the [[total]] [[case]] are being [[contributed]] by [[five]] [[state]] viz maharashtra andhra pradesh tamil nadu karnataka and uttar pradesh staysafe indiawillwin",0.0,0.2700623869895935,"indiafightscorona [[nigh]] of the [[sum]] [[pillowcase]] are being [[give]] by [[Phoebe]] [[express]] viz maharashtra andhra pradesh tamil nadu karnataka and uttar pradesh staysafe indiawillwin","Failed"
1.0,118.0,1.0,0.26896023750305176,"this [[video]] [[show]] [[dead]] coronavirus victim [[amassed]] in the bergamo or brescia hospital",1.0,0.3392817974090576,"this [[telecasting]] [[point]] [[beat]] coronavirus victim [[compile]] in the bergamo or brescia hospital","Failed"
1.0,179.0,1.0,0.2699815630912781,"the obama [[administration]] [[made]] a decision on testing that turned out to be very detrimental to what we re doing on the coronavirus",0.0,0.5172852277755737,"the obama [[governance]] [[realise]] a decision on testing that turned out to be very detrimental to what we re doing on the coronavirus","Successful"
1.0,146.0,1.0,0.268976092338562,"andrés fabián hurtado the mayor of ibagué [[say]] his city [[lost]] [[four]] [[million]] [[job]] [[due]] to the coronavirus",0.0,0.5125182867050171,"andrés fabián hurtado the mayor of ibagué [[enunciate]] his city [[recede]] [[quadruplet]] [[meg]] [[subcontract]] [[referable]] to the coronavirus","Successful"
1.0,75.0,1.0,0.2689450979232788,"the [[chinese]] [[government]] [[announced]] that [[garlic]] is a [[preventative]] [[food]] for the the novel coronavirus",0.0,0.7176351547241211,"the [[Formosan]] [[governance]] [[foretell]] that [[ail]] is a [[incumbrance]] [[nutrient]] for the the novel coronavirus","Successful"
0.0,304.0,0.0,0.2694393992424011,"a small fraction of death in longterm care facility are staff [[member]] nonetheless researcher [[estimate]] that by year s end covid will [[make]] working in an ltc facility the most dangerous job in america in",1.0,0.548453688621521,"a small fraction of death in longterm care facility are staff [[phallus]] nonetheless researcher [[guess]] that by year s end covid will [[urinate]] working in an ltc facility the most dangerous job in america in","Successful"
0.0,382.0,0.0,0.269245982170105,"we ve now [[passed]] day without community transmission but testing [[remains]] one of the best way to ensure there s no undetected community transmission in new zealand we [[need]] everyone to [[play]] their part in that",1.0,0.667631983757019,"we ve now [[die]] day without community transmission but testing [[clay]] one of the best way to ensure there s no undetected community transmission in new zealand we [[pauperism]] everyone to [[swordplay]] their part in that","Successful"
0.0,197.0,0.0,0.26918232440948486,"coronavirusupdates covid [[india]] tracker a on [[september]] am confirmed [[case]] [[recovered]] [[active]] [[case]] [[deaths]] indiafightscorona indiawillwin staysafe via mohfw [[india]]",0.0,0.2717004418373108,"coronavirusupdates covid [[Bharat]] tracker a on [[Sept]] am confirmed [[lawsuit]] [[cured]] [[combat-ready]] [[lawsuit]] [[demise]] indiafightscorona indiawillwin staysafe via mohfw [[Bharat]]","Failed"
1.0,214.0,1.0,0.2689681053161621,"ministry of ayush govt of india [[suggested]] the [[use]] of homeopathic medicine arsenicum album for it [[possible]] role in [[preventing]] covid [[infection]] [[said]] dr [[anil]] khurana [[director]] [[general]] [[central]] council for [[research]] in [[homoeopathy]] [[health]] phdcci healthcare mohfw india",1.0,0.48106807470321655,"ministry of ayush govt of india [[intimate]] the [[practice]] of homeopathic medicine arsenicum album for it [[potential]] role in [[prevent]] covid [[contagion]] [[read]] dr [[indigo]] khurana [[manager]] [[worldwide]] [[exchange]] council for [[explore]] in [[homeopathy]] [[wellness]] phdcci healthcare mohfw india","Failed"
1.0,145.0,1.0,0.2689768075942993,"putin ha [[stated]] russian citizen have [[option]] [[stay]] [[home]] for day or in [[jail]] for year",1.0,0.2714740037918091,"putin ha [[submit]] russian citizen have [[alternative]] [[persist]] [[internal]] for day or in [[lag]] for year","Failed"
1.0,81.0,1.0,0.26897501945495605,"[[g]] is the [[cause]] of the coronavirus pandemic",0.0,0.672995388507843,"[[GB]] is the [[effort]] of the coronavirus pandemic","Successful"
0.0,194.0,0.0,0.2691216468811035,"coronavirusupdates [[indias]] covid recovery [[rate]] improves to a on september [[steady]] improvement in [[indias]] covid recovery [[rate]] since lockdown [[initiation]] on [[march]] indiafightscorona icmrdelhi via mohfw [[india]]",0.0,0.27082908153533936,"coronavirusupdates [[Bharat]] covid recovery [[order]] improves to a on september [[truelove]] improvement in [[Bharat]] covid recovery [[order]] since lockdown [[trigger]] on [[Mar]] indiafightscorona icmrdelhi via mohfw [[Bharat]]","Failed"
0.0,105.0,0.0,0.27139031887054443,"this [[morning]] who directorgeneral dr tedros ha [[emphasised]] that while a number of vaccine are in clinical trial there is currently no silver bullet for covid",1.0,0.6738519668579102,"this [[sunup]] who directorgeneral dr tedros ha [[accent]] that while a number of vaccine are in clinical trial there is currently no silver bullet for covid","Successful"
